City:  Lakewood
{'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  01:57 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:15 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:16 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:16 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:16 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:16 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:16 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:16 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:17 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:17 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:17 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:17 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:17 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:17 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:18 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:18 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:18 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:18 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:18 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:18 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:19 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:19 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
City:  Lakewood
{'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:19 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:20 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:20 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:20 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:20 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:21 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:21 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:21 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:21 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:21 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:21 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:22 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:22 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:22 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:22 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:22 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:22 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:23 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:23 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:23 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:23 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:23 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:23 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:24 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:24 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:24 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:24 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:24 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:24 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:25 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:25 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:25 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:25 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:25 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:25 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:26 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
City:  Lakewood
{'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:26 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:27 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:27 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:27 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:27 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:27 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:27 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:28 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:28 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:28 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:28 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:28 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:28 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:29 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:29 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:29 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:29 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:29 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:29 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:30 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:30 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:30 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:30 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:30 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:30 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:31 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:31 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:31 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:31 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:31 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:31 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:32 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:32 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:32 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:32 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:32 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:32 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:33 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:33 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:33 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:33 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:33 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
TIME ->  02:33 	Date ->  2023-12-23 	Prayer time -> {'imsak': '05:42', 'fajr': '05:52', 'sunrise': '07:19', 'dhuhr': '11:59', 'asr': '14:23', 'sunset': '16:40', 'maghrib': '16:45', 'isha': '17:56', 'midnight': '23:16'}
